time,x,y,z,gforce
0.541,-0.566,0.412,0.500,0.861
0.541,-0.574,0.411,0.535,0.886
0.543,-0.567,0.412,0.574,0.906
0.545,-0.569,0.407,0.613,0.930
0.548,-0.569,0.407,0.674,0.971
0.551,-0.560,0.397,0.715,0.991
0.553,-0.553,0.379,0.769,1.021
0.556,-0.540,0.371,0.832,1.058
0.558,-0.543,0.362,0.879,1.095
0.561,-0.532,0.353,0.907,1.110
0.563,-0.531,0.349,0.940,1.134
0.570,-0.526,0.347,0.961,1.150
0.571,-0.506,0.339,0.965,1.142
0.571,-0.494,0.335,0.957,1.128
0.573,-0.478,0.340,0.941,1.108
0.576,-0.463,0.358,0.924,1.094
0.578,-0.480,0.367,0.876,1.064
0.580,-0.509,0.383,0.841,1.055
0.583,-0.533,0.382,0.777,1.017
0.589,-0.564,0.387,0.721,0.994
0.589,-0.581,0.375,0.665,0.959
0.590,-0.597,0.372,0.606,0.928
0.593,-0.613,0.364,0.570,0.912
0.601,-0.621,0.357,0.551,0.904
0.601,-0.631,0.361,0.531,0.900
0.602,-0.630,0.366,0.532,0.902
0.603,-0.632,0.374,0.503,0.890
0.605,-0.628,0.373,0.494,0.882
0.608,-0.630,0.383,0.479,0.879
0.610,-0.633,0.378,0.464,0.871
0.613,-0.646,0.373,0.463,0.878
0.615,-0.662,0.359,0.463,0.884
0.619,-0.674,0.348,0.497,0.907
0.620,-0.691,0.340,0.540,0.940
0.623,-0.704,0.331,0.592,0.977
0.627,-0.719,0.326,0.655,1.026
0.632,-0.733,0.314,0.701,1.061
0.637,-0.784,0.270,0.681,1.073
0.637,-0.864,0.180,0.448,0.989
0.637,-0.804,0.233,0.663,1.068
0.637,-0.757,0.270,0.808,1.139
0.640,-0.703,0.305,0.912,1.191
0.642,-0.689,0.325,0.999,1.256
0.645,-0.685,0.334,1.084,1.325
0.647,-0.674,0.337,1.159,1.382
0.651,-0.677,0.340,1.214,1.431
0.652,-0.679,0.325,1.270,1.477
0.655,-0.679,0.308,1.325,1.520
0.663,-0.691,0.288,1.348,1.542
0.663,-0.679,0.262,1.378,1.558
0.663,-0.670,0.251,1.385,1.559
0.665,-0.652,0.242,1.374,1.540
0.668,-0.644,0.242,1.343,1.509
0.670,-0.645,0.270,1.291,1.468
0.672,-0.664,0.293,1.215,1.415
0.675,-0.692,0.323,1.154,1.383
0.677,-0.730,0.357,1.068,1.342
0.680,-0.771,0.363,0.992,1.308
0.682,-0.815,0.371,0.930,1.291
0.685,-0.852,0.362,0.899,1.290
0.687,-0.873,0.366,0.894,1.302
0.696,-0.885,0.367,0.899,1.314
0.698,-0.893,0.372,0.898,1.320
0.699,-0.908,0.380,0.889,1.326
0.699,-0.919,0.394,0.850,1.312
0.701,-0.947,0.410,0.832,1.326
0.703,-0.959,0.421,0.813,1.326
0.704,-0.968,0.437,0.823,1.343
0.707,-0.982,0.440,0.830,1.359
0.709,-0.999,0.448,0.857,1.391
0.712,-1.014,0.454,0.890,1.423
0.714,-1.029,0.444,0.944,1.465
0.719,-1.028,0.451,0.985,1.494
0.719,-1.035,0.447,1.035,1.531
0.730,-1.030,0.446,1.082,1.559
0.730,-1.018,0.445,1.115,1.574
0.730,-1.005,0.432,1.152,1.588
0.731,-0.992,0.426,1.188,1.605
0.731,-0.974,0.414,1.211,1.608
0.735,-0.966,0.407,1.220,1.608
0.736,-0.961,0.400,1.230,1.612
0.739,-0.951,0.385,1.244,1.613
0.741,-0.941,0.382,1.243,1.605
0.744,-0.936,0.365,1.234,1.591
0.746,-0.928,0.356,1.234,1.584
0.749,-0.920,0.350,1.231,1.576
0.752,-0.898,0.342,1.209,1.544
0.754,-0.884,0.349,1.189,1.522
0.756,-0.857,0.341,1.172,1.491
0.759,-0.841,0.342,1.157,1.470
0.761,-0.826,0.350,1.120,1.435
0.764,-0.807,0.360,1.076,1.393
0.766,-0.807,0.361,1.039,1.365
0.769,-0.811,0.378,0.995,1.338
0.775,-0.812,0.367,0.930,1.288
0.775,-0.821,0.375,0.886,1.264
0.777,-0.828,0.371,0.842,1.238
0.779,-0.839,0.371,0.787,1.208
0.781,-0.845,0.368,0.752,1.190
0.784,-0.864,0.376,0.714,1.182
0.792,-0.881,0.388,0.706,1.194
0.792,-0.906,0.387,0.686,1.201
0.792,-0.932,0.393,0.688,1.223
0.793,-0.958,0.392,0.708,1.254
0.796,-0.987,0.384,0.731,1.287
0.799,-1.013,0.382,0.776,1.332
0.803,-1.037,0.377,0.819,1.374
0.804,-1.044,0.358,0.867,1.403
0.806,-1.056,0.358,0.915,1.442
0.808,-1.065,0.346,0.956,1.472
0.811,-1.068,0.338,0.998,1.500
0.814,-1.069,0.334,1.042,1.530
0.816,-1.064,0.321,1.091,1.557
0.820,-1.065,0.309,1.132,1.584
0.821,-1.059,0.294,1.169,1.604
0.823,-1.061,0.287,1.182,1.614
0.826,-1.055,0.277,1.192,1.616
