time,x,y,z,gforce
0.310,0.059,0.631,0.922,1.119
0.311,0.086,0.615,0.953,1.137
0.314,0.100,0.594,0.981,1.151
0.316,0.117,0.582,1.014,1.175
0.319,0.121,0.565,1.058,1.206
0.321,0.120,0.566,1.083,1.228
0.329,0.106,0.551,1.117,1.250
0.330,0.092,0.537,1.134,1.258
0.330,0.080,0.514,1.129,1.243
0.331,0.071,0.494,1.125,1.231
0.334,0.057,0.471,1.116,1.212
0.336,0.038,0.449,1.106,1.194
0.340,0.024,0.434,1.082,1.166
0.341,0.013,0.417,1.071,1.150
0.343,0.013,0.389,1.037,1.108
0.346,0.002,0.385,1.011,1.082
0.348,-0.000,0.378,0.979,1.049
0.351,-0.011,0.360,0.958,1.023
0.359,-0.021,0.364,0.937,1.005
0.360,-0.023,0.367,0.909,0.980
0.360,-0.021,0.356,0.862,0.933
0.360,-0.048,0.349,0.816,0.889
0.363,-0.029,0.348,0.762,0.838
0.365,-0.043,0.339,0.701,0.780
0.368,-0.049,0.343,0.664,0.749
0.371,-0.063,0.334,0.621,0.708
0.373,-0.086,0.337,0.588,0.683
0.375,-0.124,0.343,0.573,0.680
0.378,-0.152,0.362,0.570,0.692
0.381,-0.194,0.365,0.571,0.705
0.386,-0.220,0.367,0.576,0.717
0.390,-0.247,0.372,0.600,0.748
0.392,-0.269,0.368,0.615,0.766
0.393,-0.275,0.375,0.636,0.788
0.393,-0.299,0.364,0.666,0.816
0.395,-0.306,0.356,0.684,0.830
0.398,-0.319,0.343,0.698,0.840
0.400,-0.324,0.332,0.711,0.849
0.403,-0.342,0.326,0.726,0.867
0.405,-0.355,0.326,0.746,0.888
0.408,-0.368,0.335,0.781,0.926
0.410,-0.379,0.343,0.809,0.957
0.412,-0.393,0.364,0.839,0.995
0.423,-0.385,0.387,0.856,1.015
0.424,-0.368,0.407,0.887,1.043
0.424,-0.366,0.427,0.891,1.054
0.424,-0.346,0.424,0.858,1.018
0.425,-0.355,0.428,0.799,0.973
0.427,-0.371,0.446,0.711,0.918
0.430,-0.375,0.478,0.673,0.907
0.432,-0.337,0.471,0.821,1.005
0.435,-0.278,0.395,1.057,1.162
0.437,-0.215,0.277,1.149,1.202
0.440,-0.167,0.217,1.111,1.144
0.442,-0.138,0.216,1.010,1.042
0.445,-0.122,0.240,0.919,0.958
0.455,-0.084,0.250,0.880,0.919
0.456,-0.082,0.278,0.876,0.922
0.456,-0.106,0.314,0.917,0.974
0.457,-0.157,0.350,0.943,1.018
0.457,-0.240,0.380,0.965,1.065
0.459,-0.319,0.381,0.954,1.075
0.462,-0.398,0.371,0.927,1.075
0.464,-0.477,0.369,0.923,1.102
0.468,-0.559,0.371,0.934,1.150
0.470,-0.627,0.359,0.957,1.199
0.472,-0.684,0.330,0.988,1.247
0.474,-0.718,0.303,1.026,1.288
0.477,-0.747,0.271,1.055,1.321
0.479,-0.746,0.223,1.046,1.304
0.482,-0.767,0.144,1.012,1.278
0.485,-0.662,0.059,1.012,1.211
0.487,-0.528,-0.030,1.047,1.173
0.489,-0.372,-0.112,1.142,1.207
0.492,-0.243,-0.139,1.296,1.326
0.494,-0.183,-0.098,1.501,1.515
0.496,-0.185,0.018,1.721,1.731
0.499,-0.227,0.226,1.867,1.895
0.502,-0.249,0.426,1.843,1.908
0.504,-0.216,0.571,1.660,1.768
0.507,-0.138,0.644,1.409,1.555
0.508,-0.052,0.650,1.176,1.345
0.511,0.049,0.604,0.971,1.144
0.514,0.134,0.522,0.801,0.966
0.516,0.232,0.438,0.625,0.798
0.520,0.347,0.360,0.494,0.703
0.521,0.470,0.299,0.397,0.684
0.524,0.571,0.280,0.329,0.716
0.527,0.650,0.282,0.284,0.763
0.529,0.662,0.321,0.273,0.785
0.531,0.643,0.355,0.291,0.790
0.536,0.598,0.388,0.326,0.784
0.536,0.543,0.417,0.361,0.774
0.539,0.481,0.434,0.380,0.752
0.545,0.411,0.442,0.394,0.721
0.545,0.339,0.448,0.400,0.690
0.546,0.274,0.450,0.381,0.650
0.549,0.220,0.429,0.376,0.611
0.552,0.163,0.420,0.362,0.578
0.553,0.102,0.416,0.355,0.556
0.556,0.039,0.413,0.359,0.549
0.559,-0.033,0.418,0.384,0.569
0.561,-0.108,0.415,0.403,0.589
0.563,-0.174,0.413,0.433,0.624
0.566,-0.221,0.409,0.452,0.649
0.568,-0.268,0.401,0.454,0.662
0.571,-0.284,0.391,0.440,0.654
0.573,-0.294,0.368,0.418,0.630
0.576,-0.288,0.347,0.391,0.597
0.578,-0.266,0.335,0.365,0.562
0.581,-0.256,0.320,0.353,0.540
0.583,-0.243,0.312,0.356,0.532
0.586,-0.224,0.318,0.364,0.533
0.588,-0.224,0.346,0.393,0.570
0.591,-0.231,0.351,0.424,0.597
0.593,-0.248,0.350,0.491,0.652
0.596,-0.231,0.313,0.596,0.712
0.598,-0.217,0.284,0.714,0.798
0.601,-0.250,0.265,0.808,0.886
0.610,-0.317,0.245,0.840,0.930
0.610,-0.399,0.239,0.855,0.974
0.610,-0.462,0.226,0.868,1.009
0.611,-0.504,0.206,0.904,1.056
0.613,-0.536,0.189,0.964,1.120
0.616,-0.534,0.152,1.058,1.195
0.628,-0.508,0.133,1.163,1.276
0.629,-0.464,0.117,1.278,1.364
0.629,-0.399,0.111,1.380,1.441
0.629,-0.308,0.114,1.472,1.508
0.629,-0.194,0.122,1.543,1.560
0.630,-0.064,0.126,1.592,1.598
0.632,0.068,0.132,1.635,1.642
0.636,0.192,0.125,1.642,1.658
0.638,0.315,0.134,1.625,1.661
0.640,0.432,0.144,1.595,1.658
0.643,0.552,0.143,1.547,1.649
0.645,0.657,0.138,1.471,1.617
0.648,0.744,0.136,1.374,1.568
0.650,0.815,0.137,1.263,1.509
0.652,0.858,0.143,1.150,1.442
0.655,0.863,0.154,1.016,1.342
0.657,0.835,0.184,0.861,1.214
0.660,0.783,0.208,0.720,1.083
0.663,0.725,0.206,0.558,0.938
0.665,0.643,0.190,0.408,0.785
0.667,0.572,0.125,0.264,0.642
0.670,0.508,0.074,0.156,0.537
0.673,0.541,-0.066,0.091,0.552
0.675,0.524,-0.091,0.016,0.533
0.677,0.542,-0.064,-0.052,0.548
0.680,0.534,-0.070,-0.104,0.548
0.682,0.506,-0.068,-0.122,0.525
0.685,0.460,-0.046,-0.116,0.477
0.687,0.427,-0.034,-0.125,0.446
0.690,0.406,-0.019,-0.129,0.427
0.692,0.378,-0.034,-0.143,0.406
0.695,0.367,-0.034,-0.145,0.396
0.697,0.356,-0.027,-0.153,0.389
0.700,0.340,-0.014,-0.154,0.373
0.703,0.338,-0.008,-0.153,0.371
0.705,0.327,0.007,-0.147,0.359
0.707,0.325,0.016,-0.135,0.352
0.709,0.328,0.034,-0.126,0.352
0.712,0.316,0.048,-0.108,0.338
0.714,0.312,0.051,-0.100,0.331
0.717,0.310,0.043,-0.075,0.322
0.719,0.310,0.040,-0.050,0.316
0.722,0.297,0.031,-0.040,0.301
0.724,0.292,0.032,-0.025,0.295
0.727,0.282,0.036,-0.016,0.285
0.729,0.268,0.049,-0.010,0.273
0.732,0.256,0.073,-0.004,0.266
0.734,0.262,0.090,-0.003,0.277
0.738,0.259,0.082,-0.004,0.271
0.742,0.265,0.110,0.000,0.287
0.742,0.268,0.119,-0.002,0.293
0.745,0.269,0.144,-0.002,0.305
0.747,0.264,0.171,-0.005,0.315
0.749,0.253,0.190,-0.011,0.317
0.755,0.235,0.219,-0.021,0.322
0.756,0.208,0.245,-0.011,0.322
0.757,0.186,0.275,-0.024,0.333
0.760,0.154,0.301,-0.025,0.339
0.761,0.107,0.340,-0.040,0.359
0.764,0.040,0.345,-0.077,0.356
0.766,-0.003,0.380,-0.062,0.385
0.771,-0.031,0.410,-0.063,0.416
0.773,-0.051,0.444,-0.075,0.453
0.776,-0.098,0.484,-0.078,0.500
0.777,-0.113,0.527,-0.075,0.544
0.779,-0.134,0.571,-0.066,0.590
0.781,-0.131,0.620,-0.037,0.635
0.784,-0.115,0.638,0.001,0.648
0.788,-0.040,0.631,0.072,0.636
0.796,0.088,0.554,0.162,0.584
0.797,0.263,0.439,0.254,0.571
0.797,0.470,0.318,0.334,0.658
0.797,0.687,0.205,0.399,0.821
0.799,0.949,0.048,0.531,1.089
0.801,1.250,-0.082,0.750,1.460
0.803,1.501,-0.171,1.025,1.825
0.806,1.615,-0.212,1.141,1.989
0.808,1.588,-0.198,1.003,1.888
0.811,1.523,-0.129,0.826,1.737
0.813,1.463,-0.074,0.715,1.631
0.816,1.454,-0.005,0.686,1.607
0.818,1.467,0.034,0.705,1.628
0.824,1.500,0.030,0.769,1.686
0.824,1.534,0.008,0.838,1.748
0.826,1.499,-0.006,0.850,1.723
0.828,1.395,-0.018,0.825,1.621
0.831,1.258,-0.015,0.766,1.473
0.833,1.136,-0.002,0.707,1.339
0.841,1.027,0.012,0.648,1.214
0.841,0.911,0.033,0.570,1.075
0.842,0.813,0.043,0.495,0.953
0.843,0.727,0.037,0.392,0.827
0.845,0.648,0.036,0.298,0.714
0.848,0.588,0.017,0.202,0.622
0.850,0.554,-0.005,0.113,0.565
0.862,0.537,-0.019,0.041,0.539
0.862,0.541,-0.055,-0.024,0.544
0.863,0.552,-0.083,-0.084,0.564
0.863,0.541,-0.141,-0.077,0.564
0.863,0.543,-0.266,0.124,0.617
0.865,0.656,-0.287,0.144,0.730
0.868,0.759,-0.293,0.150,0.827
0.878,0.849,-0.288,0.159,0.910
0.878,0.910,-0.250,0.221,0.969
0.878,1.016,-0.259,0.340,1.102
0.878,1.148,-0.321,0.383,1.252
0.880,1.247,-0.357,0.405,1.359
0.883,1.330,-0.357,0.406,1.436
0.885,1.397,-0.346,0.390,1.492
0.895,1.468,-0.330,0.381,1.552
0.895,1.507,-0.322,0.376,1.586
0.895,1.504,-0.312,0.384,1.583
0.895,1.499,-0.310,0.386,1.579
0.898,1.488,-0.295,0.387,1.566
0.900,1.475,-0.298,0.387,1.554
0.911,1.470,-0.306,0.385,1.550
0.911,1.470,-0.330,0.381,1.554
0.911,1.465,-0.349,0.369,1.550
0.911,1.445,-0.364,0.374,1.536
0.912,1.416,-0.367,0.358,1.506
0.915,1.373,-0.376,0.296,1.455
0.917,1.344,-0.376,0.233,1.415
0.927,1.339,-0.327,0.156,1.387
0.927,1.268,-0.311,0.081,1.308
0.928,1.226,-0.295,-0.028,1.261
0.928,1.171,-0.287,-0.104,1.210
0.930,1.095,-0.268,-0.193,1.144
0.932,1.011,-0.221,-0.274,1.071
0.935,0.954,-0.182,-0.326,1.025
0.943,0.893,-0.118,-0.373,0.975
0.943,0.807,-0.053,-0.405,0.905
0.943,0.722,0.007,-0.427,0.839
0.945,0.662,0.062,-0.453,0.805
0.947,0.592,0.146,-0.467,0.768
0.950,0.546,0.225,-0.467,0.753
0.952,0.497,0.303,-0.473,0.750
0.958,0.501,0.342,-0.415,0.735
0.958,0.473,0.396,-0.386,0.727
0.959,0.458,0.418,-0.357,0.716
0.962,0.473,0.423,-0.312,0.707
0.964,0.523,0.372,-0.235,0.684
0.967,0.617,0.278,-0.150,0.693
0.975,0.736,0.180,-0.081,0.762
0.975,0.858,0.062,-0.014,0.860
0.975,0.970,-0.021,0.033,0.971
0.977,1.075,-0.108,0.061,1.082
0.979,1.161,-0.176,0.079,1.177
0.981,1.230,-0.236,0.090,1.256
0.984,1.278,-0.278,0.097,1.312
0.994,1.307,-0.315,0.112,1.349
0.994,1.310,-0.332,0.145,1.359
0.994,1.299,-0.350,0.172,1.356
0.995,1.282,-0.358,0.190,1.344
0.998,1.267,-0.364,0.205,1.334
0.999,1.264,-0.369,0.197,1.331
1.002,1.270,-0.376,0.194,1.339
1.011,1.266,-0.372,0.176,1.331
1.012,1.257,-0.369,0.155,1.319
1.012,1.237,-0.362,0.129,1.295
1.012,1.209,-0.346,0.106,1.262
1.014,1.184,-0.324,0.076,1.230
1.016,1.161,-0.302,0.023,1.200
1.019,1.128,-0.299,-0.010,1.167
1.030,1.102,-0.287,-0.053,1.140
1.030,1.092,-0.284,-0.100,1.133
1.030,1.079,-0.282,-0.153,1.125
1.030,1.070,-0.284,-0.200,1.125
1.031,1.058,-0.305,-0.239,1.126
1.034,1.054,-0.317,-0.284,1.137
1.041,1.059,-0.325,-0.318,1.152
1.041,1.080,-0.336,-0.355,1.185
1.041,1.100,-0.353,-0.373,1.214
1.055,1.118,-0.362,-0.398,1.241
1.056,1.131,-0.371,-0.405,1.257
1.058,1.143,-0.376,-0.410,1.272
1.059,1.166,-0.370,-0.413,1.291
1.059,1.198,-0.382,-0.409,1.322
1.059,1.245,-0.376,-0.389,1.358
1.059,1.288,-0.379,-0.362,1.391
1.074,1.342,-0.379,-0.310,1.428
1.075,1.390,-0.381,-0.275,1.467
1.075,1.441,-0.385,-0.240,1.511
1.075,1.503,-0.398,-0.213,1.569
1.075,1.560,-0.402,-0.182,1.621
1.075,1.618,-0.409,-0.147,1.676
1.094,1.652,-0.407,-0.120,1.705
1.095,1.685,-0.405,-0.071,1.734
1.095,1.707,-0.400,-0.035,1.754
1.095,1.743,-0.366,0.005,1.780
1.095,1.815,-0.299,0.073,1.841
1.095,1.792,-0.282,0.104,1.817
1.095,1.715,-0.290,0.098,1.742
1.096,1.631,-0.280,0.090,1.657
1.096,1.562,-0.324,0.081,1.597
1.114,1.532,-0.358,0.045,1.574
1.115,1.462,-0.441,-0.020,1.528
1.115,1.501,-0.447,-0.110,1.570
1.115,1.542,-0.435,-0.192,1.614
1.115,1.571,-0.428,-0.278,1.652
1.115,1.565,-0.427,-0.361,1.662
1.115,1.530,-0.438,-0.413,1.644
1.115,1.489,-0.444,-0.450,1.618
1.118,1.437,-0.439,-0.479,1.577
1.132,1.348,-0.455,-0.478,1.501
1.132,1.297,-0.436,-0.501,1.457
1.132,1.245,-0.416,-0.539,1.419
1.132,1.225,-0.407,-0.560,1.407
1.132,1.220,-0.415,-0.572,1.409
1.132,1.219,-0.415,-0.572,1.409
1.135,1.233,-0.428,-0.564,1.422
1.146,1.253,-0.448,-0.542,1.437
1.146,1.278,-0.465,-0.517,1.455
1.147,1.306,-0.478,-0.466,1.467
1.147,1.339,-0.490,-0.419,1.486
1.147,1.372,-0.497,-0.357,1.502
1.150,1.409,-0.508,-0.286,1.525
1.152,1.450,-0.511,-0.227,1.554
1.156,1.493,-0.520,-0.183,1.591
1.157,1.531,-0.524,-0.118,1.623
1.160,1.581,-0.531,-0.083,1.670
1.162,1.643,-0.552,-0.047,1.734
1.165,1.697,-0.555,-0.007,1.785
1.167,1.760,-0.563,0.024,1.848
1.173,1.824,-0.566,0.043,1.910
1.174,1.870,-0.540,0.067,1.948
1.175,1.900,-0.512,0.078,1.970
1.177,1.935,-0.474,0.122,1.996
1.180,1.964,-0.453,0.149,2.022
1.182,1.988,-0.427,0.199,2.043
1.185,2.010,-0.408,0.240,2.065
1.187,2.019,-0.383,0.282,2.074
1.190,2.023,-0.369,0.313,2.080
1.192,2.027,-0.353,0.341,2.085
1.195,2.027,-0.329,0.362,2.085
1.197,2.006,-0.310,0.371,2.063
1.199,2.001,-0.299,0.391,2.060
1.202,1.978,-0.291,0.401,2.039
1.205,1.970,-0.293,0.418,2.035
1.207,1.993,-0.336,0.446,2.070
1.209,1.979,-0.346,0.431,2.054
1.212,1.914,-0.312,0.397,1.979
1.214,1.849,-0.288,0.364,1.906
1.217,1.802,-0.261,0.333,1.851
1.219,1.745,-0.243,0.287,1.785
1.222,1.695,-0.224,0.257,1.729
1.224,1.631,-0.191,0.201,1.655
1.227,1.557,-0.154,0.157,1.572
1.229,1.483,-0.131,0.110,1.493
1.231,1.408,-0.096,0.068,1.413
1.234,1.337,-0.069,0.019,1.339
1.236,1.272,-0.041,-0.029,1.273
1.239,1.220,-0.037,-0.072,1.222
1.242,1.179,-0.032,-0.127,1.186
1.244,1.151,-0.046,-0.152,1.162
1.246,1.141,-0.073,-0.179,1.158
1.249,1.147,-0.116,-0.206,1.171
1.251,1.173,-0.168,-0.237,1.208
1.254,1.205,-0.232,-0.267,1.256
1.256,1.231,-0.284,-0.299,1.299
1.259,1.261,-0.331,-0.319,1.342
1.261,1.270,-0.369,-0.325,1.362
1.264,1.288,-0.400,-0.326,1.388
1.267,1.299,-0.421,-0.324,1.404
1.269,1.303,-0.428,-0.315,1.407
1.271,1.288,-0.427,-0.300,1.390
1.274,1.262,-0.421,-0.277,1.359
1.276,1.240,-0.419,-0.258,1.334
1.279,1.216,-0.423,-0.228,1.307
1.281,1.189,-0.432,-0.210,1.282
1.288,1.172,-0.437,-0.191,1.266
1.288,1.151,-0.450,-0.170,1.248
1.294,1.132,-0.463,-0.166,1.234
1.294,1.112,-0.470,-0.150,1.217
1.294,1.101,-0.484,-0.145,1.211
1.296,1.099,-0.482,-0.140,1.208
1.298,1.088,-0.483,-0.136,1.198
1.301,1.091,-0.484,-0.130,1.201
1.303,1.094,-0.479,-0.132,1.202
1.316,1.089,-0.479,-0.125,1.196
1.316,1.082,-0.469,-0.127,1.186
1.317,1.088,-0.472,-0.125,1.192
1.317,1.082,-0.462,-0.131,1.184
1.317,1.091,-0.467,-0.133,1.194
1.318,1.090,-0.471,-0.133,1.194
1.337,1.089,-0.472,-0.147,1.196
1.339,1.089,-0.489,-0.156,1.204
1.339,1.081,-0.490,-0.183,1.201
1.339,1.064,-0.501,-0.203,1.194
1.339,1.044,-0.500,-0.217,1.177
1.341,1.010,-0.494,-0.228,1.148
1.341,0.989,-0.489,-0.234,1.128
1.341,0.968,-0.477,-0.243,1.106
1.342,0.941,-0.470,-0.253,1.082
1.355,0.919,-0.455,-0.259,1.058
1.355,0.900,-0.436,-0.272,1.036
1.355,0.879,-0.435,-0.278,1.020
1.355,0.871,-0.424,-0.284,1.009
1.356,0.866,-0.410,-0.287,1.000
1.356,0.855,-0.401,-0.287,0.987
1.373,0.857,-0.411,-0.285,0.992
1.374,0.854,-0.396,-0.281,0.982
1.374,0.847,-0.401,-0.279,0.978
1.374,0.840,-0.387,-0.256,0.959
1.374,0.822,-0.375,-0.244,0.936
1.376,0.814,-0.370,-0.222,0.921
1.377,0.796,-0.358,-0.209,0.898
1.377,0.785,-0.352,-0.174,0.878
1.388,0.772,-0.341,-0.156,0.858
1.389,0.760,-0.326,-0.133,0.837
1.389,0.747,-0.322,-0.121,0.822
1.389,0.734,-0.326,-0.100,0.809
1.389,0.724,-0.312,-0.094,0.794
1.405,0.717,-0.315,-0.084,0.788
1.405,0.720,-0.318,-0.073,0.791
1.405,0.714,-0.308,-0.076,0.781
1.405,0.711,-0.317,-0.066,0.781
1.405,0.706,-0.307,-0.054,0.772
1.405,0.708,-0.308,-0.050,0.773
1.406,0.700,-0.298,-0.050,0.763
1.423,0.700,-0.288,-0.042,0.758
1.423,0.698,-0.280,-0.027,0.752
1.423,0.689,-0.269,-0.023,0.740
1.423,0.689,-0.258,-0.017,0.736
1.423,0.680,-0.254,-0.007,0.726
1.424,0.671,-0.247,-0.009,0.715
1.424,0.660,-0.235,-0.006,0.701
1.441,0.655,-0.233,0.004,0.695
1.442,0.645,-0.224,0.003,0.682
1.443,0.648,-0.218,0.005,0.683
1.443,0.636,-0.203,0.010,0.668
1.443,0.633,-0.195,0.013,0.663
1.443,0.633,-0.189,0.004,0.660
1.443,0.635,-0.187,-0.006,0.662
1.443,0.648,-0.188,-0.002,0.675
1.459,0.659,-0.180,-0.018,0.683
1.459,0.690,-0.186,-0.019,0.715
1.459,0.727,-0.191,-0.034,0.753
1.459,0.749,-0.197,-0.047,0.776
1.460,0.767,-0.200,-0.068,0.796
1.460,0.783,-0.199,-0.069,0.811
1.460,0.787,-0.200,-0.072,0.816
1.477,0.790,-0.188,-0.076,0.816
1.477,0.805,-0.175,-0.090,0.828
1.477,0.814,-0.167,-0.088,0.836
1.477,0.835,-0.161,-0.091,0.856
1.477,0.844,-0.144,-0.082,0.860
1.477,0.852,-0.130,-0.071,0.865
1.477,0.855,-0.128,-0.068,0.867
1.496,0.866,-0.120,-0.062,0.877
1.496,0.875,-0.119,-0.051,0.885
1.496,0.876,-0.112,-0.058,0.885
1.497,0.878,-0.113,-0.050,0.886
1.497,0.877,-0.110,-0.053,0.886
1.497,0.877,-0.106,-0.053,0.885
1.497,0.875,-0.106,-0.069,0.884
1.497,0.872,-0.109,-0.068,0.881
1.516,0.865,-0.108,-0.085,0.875
1.516,0.864,-0.100,-0.087,0.874
1.516,0.848,-0.100,-0.099,0.860
1.516,0.840,-0.103,-0.105,0.853
1.516,0.840,-0.110,-0.109,0.854
1.518,0.836,-0.113,-0.105,0.850
1.519,0.828,-0.115,-0.114,0.844
1.519,0.824,-0.121,-0.110,0.840
1.519,0.819,-0.124,-0.112,0.836
1.533,0.812,-0.130,-0.115,0.831
1.533,0.805,-0.138,-0.115,0.825
1.533,0.801,-0.141,-0.111,0.821
1.534,0.799,-0.139,-0.123,0.820
1.545,0.794,-0.158,-0.114,0.817
1.545,0.799,-0.164,-0.110,0.823
1.546,0.793,-0.169,-0.116,0.819
1.546,0.796,-0.178,-0.116,0.824
1.546,0.808,-0.186,-0.115,0.837
1.546,0.810,-0.209,-0.120,0.845
1.547,0.815,-0.225,-0.122,0.854
1.563,0.828,-0.226,-0.121,0.867
1.563,0.837,-0.242,-0.128,0.881
1.563,0.851,-0.256,-0.126,0.898
1.563,0.857,-0.266,-0.135,0.908
1.564,0.864,-0.271,-0.143,0.916
1.564,0.875,-0.281,-0.144,0.930
1.564,0.885,-0.284,-0.155,0.942
1.583,0.891,-0.298,-0.161,0.953
1.583,0.895,-0.296,-0.170,0.958
1.583,0.896,-0.299,-0.184,0.962
1.583,0.913,-0.306,-0.193,0.982
1.583,0.920,-0.310,-0.212,0.994
1.584,0.934,-0.318,-0.218,1.010
1.584,0.945,-0.323,-0.223,1.023
1.584,0.956,-0.324,-0.233,1.036
1.602,0.966,-0.333,-0.231,1.047
1.602,0.969,-0.330,-0.233,1.050
1.603,0.964,-0.326,-0.238,1.045
1.603,0.966,-0.323,-0.235,1.045
1.603,0.957,-0.306,-0.235,1.031
1.603,0.963,-0.299,-0.234,1.036
1.603,0.967,-0.297,-0.229,1.037
1.603,0.974,-0.284,-0.229,1.040
1.619,0.983,-0.283,-0.238,1.050
1.619,1.003,-0.284,-0.242,1.070
1.619,1.017,-0.288,-0.242,1.084
1.619,1.035,-0.305,-0.254,1.108
1.619,1.050,-0.312,-0.259,1.126
1.619,1.070,-0.325,-0.270,1.150
1.620,1.091,-0.338,-0.268,1.173
1.634,1.116,-0.338,-0.275,1.198
1.634,1.131,-0.354,-0.277,1.217
1.634,1.151,-0.356,-0.259,1.233
1.634,1.160,-0.362,-0.262,1.244
1.634,1.171,-0.363,-0.244,1.250
